487, 6, 328, 2576
1000, 6, 474, 3744
1156, 7, 118, 888
1296, 5, 131, 1008
1399, 5, 80, 600
1484, 6, 328, 2576
3671, 6, 332, 2608
4709, 7, 70, 504
5058, 8, 689, 5448
6246, 7, 161, 1232
6626, 8, 944, 7488
7477, 5, 163, 1264
8130, 6, 125, 952
8215, 7, 399, 3136
9991, 6, 632, 5008
10958, 5, 58, 424
13882, 7, 569, 4496
14689, 5, 910, 7240
16148, 5, 805, 6400
16946, 5, 513, 4064
17667, 6, 87, 648
17947, 5, 558, 4424
18392, 9, 216, 1656
23173, 5, 295, 2320
26511, 5, 880, 7000
27126, 5, 330, 2600
27348, 7, 120, 904
27928, 6, 75, 552
30061, 7, 172, 1320
30911, 8, 428, 3360
33632, 8, 986, 7824
34126, 6, 345, 2712
37039, 5, 474, 3752
37732, 5, 391, 3088
38173, 5, 164, 1272
38589, 5, 393, 3104
41991, 6, 51, 360
43283, 6, 557, 4408
43509, 7, 257, 2000
43850, 6, 122, 928
46767, 8, 490, 3856
48676, 6, 509, 4024
49237, 5, 40, 280
50742, 5, 897, 7136
51320, 6, 119, 904
51662, 5, 262, 2056
51909, 5, 114, 872
52050, 6, 260, 2032
52104, 5, 131, 1008
53543, 6, 118, 896
53676, 6, 240, 1872
55544, 6, 782, 6208
56701, 6, 170, 1312
56948, 5, 99, 752
57162, 6, 155, 1192
58356, 4, 322, 2544
60729, 5, 69, 512
60736, 6, 353, 2776
61004, 5, 248, 1944
487, 6, 328, 2576
1000, 6, 474, 3744
1156, 7, 118, 888
1296, 5, 131, 1008
1399, 5, 80, 600
1484, 6, 328, 2576
3671, 6, 332, 2608
4709, 7, 70, 504
5058, 8, 689, 5448
6246, 7, 161, 1232
6626, 8, 944, 7488
7477, 5, 163, 1264
8130, 6, 125, 952
8215, 7, 399, 3136
9991, 6, 632, 5008
10958, 5, 58, 424
13882, 7, 569, 4496
14689, 5, 910, 7240
16148, 5, 805, 6400
16946, 5, 513, 4064
17667, 6, 87, 648
17947, 5, 558, 4424
18392, 9, 216, 1656
23173, 5, 295, 2320
26511, 5, 880, 7000
27126, 5, 330, 2600
27348, 7, 120, 904
27928, 6, 75, 552
30061, 7, 172, 1320
30911, 8, 428, 3360
33632, 8, 986, 7824
34126, 6, 345, 2712
37039, 5, 474, 3752
37732, 5, 391, 3088
38173, 5, 164, 1272
38589, 5, 393, 3104
41991, 6, 51, 360
43283, 6, 557, 4408
43509, 7, 257, 2000
43850, 6, 122, 928
46767, 8, 490, 3856
48676, 6, 509, 4024
49237, 5, 40, 280
50742, 5, 897, 7136
51320, 6, 119, 904
51662, 5, 262, 2056
51909, 5, 114, 872
52050, 6, 260, 2032
52104, 5, 131, 1008
53543, 6, 118, 896
53676, 6, 240, 1872
55544, 6, 782, 6208
56701, 6, 170, 1312
56948, 5, 99, 752
57162, 6, 155, 1192
58356, 4, 322, 2544
60729, 5, 69, 512
60736, 6, 353, 2776
61004, 5, 248, 1944
