513, 5, 500, 3960
1533, 5, 61, 448
3504, 5, 157, 1216
7036, 6, 120, 912
7184, 5, 629, 4992
7363, 5, 278, 2184
8850, 5, 422, 3336
10476, 6, 187, 1448
12132, 5, 403, 3184
15138, 7, 677, 5360
15527, 5, 215, 1680
15977, 5, 167, 1296
16994, 8, 560, 4416
17640, 5, 584, 4632
18925, 5, 379, 2992
19614, 5, 131, 1008
20207, 6, 84, 624
21639, 5, 174, 1352
22046, 5, 143, 1104
22918, 6, 391, 3080
24002, 5, 420, 3320
24269, 6, 132, 1008
25694, 6, 525, 4152
25696, 6, 442, 3488
25999, 6, 37, 248
26158, 6, 342, 2688
27458, 7, 1074, 8536
27661, 6, 563, 4456
28579, 8, 745, 5896
30004, 8, 589, 4648
30100, 6, 165, 1272
30187, 5, 113, 864
30664, 6, 411, 3240
30977, 6, 544, 4304
31779, 5, 727, 5776
31850, 6, 107, 808
33192, 5, 701, 5568
34677, 6, 189, 1464
34917, 5, 224, 1752
36948, 7, 179, 1376
37324, 7, 122, 920
38713, 6, 515, 4072
40717, 7, 176, 1352
41049, 6, 961, 7640
46419, 8, 52, 352
46436, 6, 438, 3456
47774, 5, 282, 2216
48475, 5, 641, 5088
51229, 6, 199, 1544
51933, 8, 170, 1296
52220, 6, 37, 248
52652, 5, 80, 600
54332, 5, 46, 328
54722, 6, 476, 3760
57078, 6, 73, 536
58120, 6, 377, 2968
58254, 5, 131, 1008
58754, 5, 452, 3576
59193, 5, 223, 1744
59848, 5, 367, 2896
